CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;
EU27.1.0.0.0.UVGD;European Union;01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5760.10;6031.36;6341.08;6639.73;6823.11;7113.41;7442.80;7884.97;8260.28;8559.62;8792.71;9195.75;9600.08;10160.80;10788.36;11137.24;10651.75;11047.43;11408.72;11467.86;11595.77;11868.84;12307.78;12640.65;13168.01;13627.80;14122.20;13580.69;14795.10;16144.52;17205.10;17945.95;18644.28;19335.29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
EU15.1.0.0.0.UVGD;European Union (15 countries);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6238.74;6492.31;6510.76;6808.77;7062.60;7421.85;7830.88;8182.64;8613.07;9219.75;9573.45;9887.94;10043.65;10521.38;10923.34;11510.15;12103.65;12066.88;11435.73;11900.89;12248.55;12494.74;12597.69;13047.48;13751.64;13850.31;14209.27;14620.28;15123.70;14435.51;15781.27;17199.52;18166.65;18987.43;19638.28;20272.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
EA19.1.0.0.0.UVGD;Euro area (19 countries);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5257.64;5485.28;5744.02;5987.41;6132.69;6381.16;6682.07;7036.94;7368.52;7619.74;7844.56;8180.12;8482.93;8940.64;9436.18;9671.81;9336.39;9600.21;9876.31;9907.59;10013.34;10254.98;10615.10;10906.04;11316.20;11690.85;12082.04;11564.47;12555.19;13656.74;14522.61;15071.12;15575.07;16102.36                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
EA20.1.0.0.0.UVGD;Euro area;01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5266.60;5497.97;5761.34;6006.33;6153.90;6404.14;6704.24;7060.57;7394.46;7648.50;7875.58;8213.93;8519.77;8981.26;9480.61;9720.38;9382.26;9644.70;9921.50;9952.38;10058.41;10299.85;10661.07;10953.61;11365.93;11743.07;12136.94;11615.21;12613.54;13724.35;14600.67;15156.73;15667.27;16199.72                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
EA12.1.0.0.0.UVGD;Euro area (12 countries);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4898.34;5163.42;5219.27;5439.53;5689.55;5927.40;6064.10;6306.94;6605.11;6950.57;7275.63;7519.11;7735.52;8059.84;8349.05;8788.08;9254.49;9470.10;9152.03;9408.99;9674.08;9698.52;9800.49;10035.14;10385.87;10669.02;11063.16;11419.09;11794.06;11279.32;12238.46;13302.14;14131.59;14659.00;15140.31;15645.50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DU15.1.0.0.0.UVGD;EU15 (including D_W West-Germany);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;314.501;342.931;374.204;408.988;453.179;495.310;535.758;571.956;622.482;696.523;785.505;871.466;969.866;1121.939;1301.841;1462.971;1678.408;1858.180;2043.380;2323.084;2620.464;2904.906;3176.334;3393.073;3684.601;3959.637;4183.632;4406.505;4813.866;5275.686;5681.224;6071.072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DA12.1.0.0.0.UVGD;EA12 (including D_W West-Germany);01 Gross domestic product;Gross domestic product at current prices ;Mrd ECU/EUR, Standard aggregation;224.098;247.029;272.872;300.842;334.107;365.708;396.383;424.778;472.405;531.665;600.385;667.374;748.937;886.498;1036.145;1158.711;1339.398;1488.652;1634.660;1840.900;2034.327;2210.561;2429.629;2610.051;2832.364;3023.364;3276.181;3449.252;3704.968;4063.662;4429.859;4730.663;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BEL.1.0.0.0.UVGD;Belgium;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-BEF;14.9664;15.8938;16.9910;18.2776;20.4572;22.2956;23.9390;25.6590;27.4358;30.4319;33.8364;36.8178;40.8672;46.4351;54.1302;60.1243;68.3368;73.9212;79.1080;85.0063;91.9382;96.3925;104.3078;110.5050;119.3899;126.9783;132.9088;138.2645;147.9356;160.4111;170.0968;178.1976;187.1210;192.7214;203.1069;210.4891;214.2871;224.1015;232.6238;242.3076;256.3764;264.3349;273.2559;281.2002;296.8197;310.0376;325.1515;343.6189;351.7431;347.7349;363.2424;378.7454;387.9349;394.6163;404.9583;415.5380;428.4671;443.4072;459.4918;479.4449;463.7509;506.0472;563.7105;596.2027;613.9839;636.0555;655.1673                                                                                                                                                                                                                                                                                                                                                        
BGR.1.0.0.0.UVGD;Bulgaria;01 Gross domestic product;Gross domestic product at current prices ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0660;0.1972;0.2918;0.4344;0.7637;1.2757;2.1871;19.0324;26.4600;25.0429;28.1249;30.9867;34.0687;36.6379;41.2013;47.0172;53.6084;63.4945;72.8471;73.1815;74.8876;81.1263;82.6428;82.2534;84.1477;89.5714;95.3494;102.6830;109.7817;119.9065;121.0884;139.6020;168.3600;185.2325;202.8615;218.1030;228.3165                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CZE.1.0.0.0.UVGD;Czechia;01 Gross domestic product;Gross domestic product at current prices ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;683.237;881.482;989.512;1217.096;1388.720;1607.591;1840.556;1982.423;2168.884;2267.275;2399.700;2591.574;2704.466;2833.197;3087.777;3288.493;3530.252;3856.629;4037.564;3945.505;4032.952;4095.355;4118.386;4169.011;4377.991;4651.813;4843.030;5179.344;5475.773;5888.869;5828.318;6307.755;7049.872;7618.528;8010.659;8402.173;8815.991                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
